arm,view,kind,budget,score,floor,panel,band,n,n_escalating,n_escalating_groups,referral_rate,n_referred,system_sens,frr,n_false_reassured,retained_sens,retained_macro_f1,rescued_misses,argmax_misses,nnb_pi0.01,nnb_pi0.03,nnb_pi0.05,flag_rate,decision_esc_rate,decision_specificity
CAL_S56,CAL,band,0.25,entropy,0.875,oof,<40,1319,64,34,0.4836997725549659,638,0.890625,0.109375,7,0.2222222222222222,0.47964573652647047,34,41,52.63749213671629,17.864770159129563,10.910225763612218,0.4852160727824109,0.025018953752843062,0.9920318725099602
CAL_S56,CAL,band,0.25,entropy,0.875,oof,40-59,3112,397,224,0.17255784061696658,537,0.8790931989924433,0.12090680100755669,48,0.746031746031746,0.88044005979789,96,144,15.227367854485584,5.646648760555898,3.730504941769961,0.22236503856041132,0.10668380462724936,0.970902394106814
CAL_S56,CAL,band,0.25,entropy,0.875,oof,60+,2512,893,559,0.22571656050955413,567,0.8846584546472565,0.11534154535274355,103,0.8359872611464968,0.861878355733925,98,201,26.920536195964065,9.465629666695335,5.974648360841588,0.4637738853503185,0.34076433121019106,0.8987029030265596
CAL_S56,CAL,band,0.25,entropy,0.875,oof,unknown,38,2,1,0.07894736842105263,3,1.0,0.0,0,,0.28337236533957844,0,0,6.5,2.796296296296296,2.0555555555555554,0.10526315789473684,0.10526315789473684,0.9444444444444444
LAM_S56,LAM,band,0.25,entropy,0.89,oof,ALL,6981,1356,818,0.24996418851167454,1745,0.9033923303834809,0.09660766961651912,131,0.8185595567867036,0.883558465213904,83,214,25.391617306122452,8.966285786848072,5.681219482993197,0.3548202263286062,0.25755622403667094,0.8833777777777778
LAM_S56,LAM,band,0.25,entropy,0.89,oof,<40,1319,64,34,0.3957543593631539,522,0.90625,0.09375,6,0.5384615384615384,0.938958738932531,18,24,41.998159087786775,14.389971149883227,8.868333562302514,0.40106141015921154,0.0758150113722517,0.952191235059761
LAM_S56,LAM,band,0.25,entropy,0.89,oof,40-59,3112,397,224,0.13624678663239073,424,0.8967254408060453,0.10327455919395467,41,0.8169642857142857,0.8400766241445805,0,41,15.476243093922651,5.72793124616329,3.7782688766114174,0.22879177377892032,0.22718508997429307,0.8707182320441988
LAM_S56,LAM,band,0.25,entropy,0.89,oof,60+,2512,893,559,0.31648089171974525,795,0.9059350503919373,0.09406494960806266,84,0.8268041237113402,0.895263508792983,65,149,29.416682763628142,10.280869454787643,6.453706793019542,0.4896496815286624,0.39211783439490444,0.8511426806670784
LAM_S56,LAM,band,0.25,entropy,0.89,oof,unknown,38,2,1,0.10526315789473684,4,1.0,0.0,0,,0.2807881773399015,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.15789473684210525,0.8888888888888888
S56,S56,band,0.3,msp,0.905,oof,ALL,6981,1356,818,0.29995702621400944,2094,0.9129793510324484,0.08702064896755157,118,0.8153364632237872,0.9103100112975788,303,421,28.219892730210017,9.889998635792496,6.224019816908993,0.37960177624982094,0.17017619252256125,0.9550222222222222
S56,S56,band,0.3,msp,0.905,oof,<40,1319,64,34,0.44579226686884005,588,0.921875,0.078125,5,0.5833333333333334,0.944951664876477,24,29,46.86529812951583,15.979575483377225,9.802430954149504,0.45109931766489764,0.052312357846853674,0.9729083665338646
S56,S56,band,0.3,msp,0.905,oof,40-59,3112,397,224,0.21690231362467866,675,0.9093198992443325,0.09068010075566746,36,0.76,0.9189808663690796,118,154,18.443672426194883,6.69709166781449,4.347775516138412,0.25578406169665807,0.1018637532133676,0.972744014732965
S56,S56,band,0.3,msp,0.905,oof,60+,2512,893,559,0.3284235668789809,825,0.9137737961926092,0.08622620380739077,77,0.8385744234800838,0.8944690505612527,161,238,30.24361670239436,10.550945522330819,6.612411286318109,0.49880573248407645,0.3176751592356688,0.9116738727609636
S56,S56,band,0.3,msp,0.905,oof,unknown,38,2,1,0.15789473684210525,6,1.0,0.0,0,,0.2857142857142857,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.10526315789473684,0.9444444444444444
COMB,COMB,band,0.3,entropy,0.9,oof,ALL,6981,1356,818,0.29995702621400944,2094,0.9085545722713865,0.09144542772861353,124,0.8397932816537468,0.8889516044475051,75,199,32.07177142857143,11.148019624819623,6.963269264069265,0.4062455235639593,0.25683999427016185,0.8869333333333334
COMB,COMB,band,0.3,entropy,0.9,oof,<40,1319,64,34,0.640636846095527,845,0.921875,0.078125,5,0.0,0.4276232616940582,31,36,68.2576946451482,22.96631777972854,13.908042406644608,0.640636846095527,0.03184230477634572,0.9888446215139443
COMB,COMB,band,0.3,entropy,0.9,oof,40-59,3112,397,224,0.20179948586118251,628,0.9042821158690176,0.09571788413098237,38,0.7668711656441718,0.8960935155764681,4,42,17.49243293987288,6.386417492147035,4.165214402601865,0.2467866323907455,0.22654241645244216,0.8710865561694291
COMB,COMB,band,0.3,entropy,0.9,oof,60+,2512,893,559,0.24601910828025478,618,0.9092945128779395,0.0907054871220605,81,0.8663366336633663,0.8728981520024119,40,121,28.235716111325786,9.895166541409433,6.22705662742616,0.48447452229299365,0.4140127388535032,0.8344657195799876
COMB,COMB,band,0.3,entropy,0.9,oof,unknown,38,2,1,0.07894736842105263,3,1.0,0.0,0,,0.2784503631961259,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.15789473684210525,0.8888888888888888
COMB_global,COMB,global,0.3,entropy,,oof,ALL,6981,1356,818,0.29995702621400944,2094,0.9432153392330384,0.05678466076696165,77,0.8507751937984496,0.9223280445165656,122,199,24.77230211102424,8.764017861176265,5.562361011206672,0.3657069187795445,0.25683999427016185,0.8869333333333334
COMB_global,COMB,global,0.3,entropy,,oof,<40,1319,64,34,0.1023502653525398,135,0.59375,0.40625,26,0.1875,0.7804389857891038,10,36,14.817236317886346,5.512700076885441,3.6517928286852586,0.10765731614859743,0.03184230477634572,0.9888446215139443
COMB_global,COMB,global,0.3,entropy,,oof,40-59,3112,397,224,0.2133676092544987,664,0.9042821158690176,0.09571788413098237,38,0.7610062893081762,0.9002117262693954,4,42,18.460204065928988,6.7024908902192335,4.350948255077282,0.2544987146529563,0.22654241645244216,0.8710865561694291
COMB_global,COMB,global,0.3,entropy,,oof,60+,2512,893,559,0.5127388535031847,1288,0.9854423292273237,0.014557670772676334,13,0.96,0.9534425010636627,108,121,46.42220506485484,15.834861586838114,9.717392891234766,0.64171974522293,0.4140127388535032,0.8344657195799876
COMB_global,COMB,global,0.3,entropy,,oof,unknown,38,2,1,0.18421052631578946,7,1.0,0.0,0,,0.2857142857142857,0,0,14.75,5.4907407407407405,3.638888888888889,0.18421052631578946,0.15789473684210525,0.8888888888888888
CAL_S56,CAL,band,0.3,entropy,0.895,oof,ALL,6981,1356,818,0.29995702621400944,2094,0.8997050147492626,0.10029498525073743,136,0.8240620957309185,0.8887405830312797,250,386,32.02528,11.132835555555554,6.954346666666666,0.4019481449649047,0.17547629279472854,0.9546666666666667
CAL_S56,CAL,band,0.3,entropy,0.895,oof,<40,1319,64,34,0.640636846095527,845,0.921875,0.078125,5,0.0,0.4276232616940582,36,41,68.2576946451482,22.96631777972854,13.908042406644608,0.640636846095527,0.025018953752843062,0.9920318725099602
CAL_S56,CAL,band,0.3,entropy,0.895,oof,40-59,3112,397,224,0.20051413881748073,624,0.8992443324937027,0.10075566750629728,40,0.7575757575757576,0.8979277686669355,104,144,17.26042991782348,6.310645461376692,4.120688570087335,0.243573264781491,0.10668380462724936,0.970902394106814
CAL_S56,CAL,band,0.3,entropy,0.895,oof,60+,2512,893,559,0.24761146496815287,622,0.8980963045912654,0.10190369540873456,91,0.8490878938640133,0.8713192936511779,110,201,28.0306160170913,9.828180988746992,6.187693983078129,0.4773089171974522,0.34076433121019106,0.8987029030265596
CAL_S56,CAL,band,0.3,entropy,0.895,oof,unknown,38,2,1,0.07894736842105263,3,1.0,0.0,0,,0.28337236533957844,0,0,6.5,2.796296296296296,2.0555555555555554,0.10526315789473684,0.10526315789473684,0.9444444444444444
LAM_S56,LAM,band,0.3,entropy,0.905,oof,ALL,6981,1356,818,0.29995702621400944,2094,0.9210914454277286,0.07890855457227142,107,0.826580226904376,0.916767274234105,107,214,27.655333867093677,9.705614091273016,6.1156701361088865,0.37874230053001,0.25755622403667094,0.8833777777777778
LAM_S56,LAM,band,0.3,entropy,0.905,oof,<40,1319,64,34,0.41925701288855194,553,0.921875,0.078125,5,0.5833333333333334,0.9449821653278836,19,24,43.870362617327295,15.00143156188804,9.227645350800188,0.4245640636846095,0.0758150113722517,0.952191235059761
LAM_S56,LAM,band,0.3,entropy,0.905,oof,40-59,3112,397,224,0.20726221079691518,645,0.9093198992443325,0.09068010075566746,36,0.7777777777777778,0.9216804658529629,5,41,17.9624676696102,6.539930518357539,4.255423088107007,0.2519280205655527,0.22718508997429307,0.8707182320441988
LAM_S56,LAM,band,0.3,entropy,0.905,oof,60+,2512,893,559,0.3546974522292994,891,0.9260918253079508,0.07390817469204924,66,0.8510158013544018,0.9052184038047235,83,149,31.83551283765263,11.07085772812224,6.917926706216161,0.5151273885350318,0.39211783439490444,0.8511426806670784
LAM_S56,LAM,band,0.3,entropy,0.905,oof,unknown,38,2,1,0.13157894736842105,5,1.0,0.0,0,,0.2832080200501253,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.15789473684210525,0.8888888888888888
S56_matched,S56,band,0.305,msp,0.91,oof,ALL,6981,1356,818,0.30497063457957313,2129,0.915929203539823,0.08407079646017701,114,0.8184713375796179,0.9113538855509719,307,421,28.574183574879225,10.005709787081766,6.292015029522275,0.3834694169889701,0.17017619252256125,0.9550222222222222
S56_matched,S56,band,0.305,msp,0.91,oof,<40,1319,64,34,0.45489006823351025,600,0.9375,0.0625,4,0.6363636363636364,0.9518506734542369,25,29,47.02645418326692,16.03220894200974,9.8333598937583,0.46019711902956784,0.052312357846853674,0.9729083665338646
S56_matched,S56,band,0.305,msp,0.91,oof,40-59,3112,397,224,0.22204370179948585,691,0.9143576826196473,0.08564231738035266,34,0.7622377622377622,0.9200673096127939,120,154,18.666599698643893,6.769899564876963,4.390559538123576,0.2589974293059126,0.1018637532133676,0.972744014732965
S56_matched,S56,band,0.305,msp,0.91,oof,60+,2512,893,559,0.33121019108280253,832,0.9148936170212766,0.08510638297872342,76,0.8396624472573839,0.8949727952678689,162,238,30.475171294367755,10.62657109614031,6.65685105649482,0.5007961783439491,0.3176751592356688,0.9116738727609636
S56_matched,S56,band,0.305,msp,0.91,oof,unknown,38,2,1,0.15789473684210525,6,1.0,0.0,0,,0.2857142857142857,0,0,12.0,4.592592592592592,3.111111111111111,0.15789473684210525,0.10526315789473684,0.9444444444444444
