"﻿""timestamp""",session,method,split,macro_f1,accuracy,balanced_accuracy,weighted_f1,macro_roc_auc,ece,escalation_sens,missed_serious,p_value_vs_baseline,notes
2026-09-04T12:51:44+00:00,session4_valfit,selective_score_comparison,val,,,,,,,,,,"val-selected score=margin; val AURC margin=0.02563, msp=0.02671, entropy=0.02714, mutual_information=0.03226, ensemble_variance=0.03371"
2026-09-04T12:51:45+00:00,session6_oof,selective_msp_abstain00,val,0.7638314390344817,0.8648825065274152,0.7384367809946737,,,,0.7142857142857143,88.0,,coverage=1.0000; n_kept=1532; serious_referred=0; threshold=inf (oof quantile); TTA=True
2026-09-04T12:51:45+00:00,session6_oof,selective_msp_abstain05,val,0.8169098621462323,0.8934993084370678,0.7975052246369929,,,,0.7282608695652174,75.0,,coverage=0.9439; n_kept=1446; serious_referred=32; threshold=0.473430 (oof quantile); TTA=True
2026-09-04T12:51:45+00:00,session6_oof,selective_msp_abstain10,val,0.8489280354281526,0.9159970781592404,0.8318441617571305,,,,0.7551020408163265,60.0,,coverage=0.8936; n_kept=1369; serious_referred=63; threshold=0.385454 (oof quantile); TTA=True
2026-09-04T12:51:45+00:00,session6_oof,selective_msp_abstain15,val,0.8878249664431443,0.9385692068429238,0.8702890316020145,,,,0.7971698113207547,43.0,,coverage=0.8394; n_kept=1286; serious_referred=96; threshold=0.294286 (oof quantile); TTA=True
2026-09-04T12:51:45+00:00,session6_oof,selective_msp_abstain20,val,0.912779293292596,0.9484873262469338,0.9014012898823012,,,,0.7979274611398963,39.0,,coverage=0.7983; n_kept=1223; serious_referred=115; threshold=0.226822 (oof quantile); TTA=True
2026-09-04T12:51:45+00:00,session6_oof,selective_cost_sensitive_abstain00,val,0.7559208660707559,,,,,,0.8668831168831169,41.0,,cost-sensitive thresholds + msp abstention at 0%; coverage=1.0000
2026-09-04T12:51:45+00:00,session6_oof,selective_cost_sensitive_abstain05,val,0.8163297179387179,,,,,,0.855072463768116,40.0,,cost-sensitive thresholds + msp abstention at 5%; coverage=0.9439
2026-09-04T12:51:45+00:00,session6_oof,selective_cost_sensitive_abstain10,val,0.8431645898074048,,,,,,0.8367346938775511,40.0,,cost-sensitive thresholds + msp abstention at 10%; coverage=0.8936
2026-09-04T12:51:45+00:00,session6_oof,selective_cost_sensitive_abstain15,val,0.8682963326770301,,,,,,0.8113207547169812,40.0,,cost-sensitive thresholds + msp abstention at 15%; coverage=0.8394
