band,referral,sens_constant,sens_oracle_bins,sens_mass
<40,0.18574677786201668,0.71875,0.828125,0.75
<40,0.1865049279757392,0.71875,0.828125,0.75
<40,0.18726307808946172,0.71875,0.828125,0.75
<40,0.18802122820318423,0.71875,0.828125,0.75
<40,0.18877937831690675,0.71875,0.84375,0.75
<40,0.18953752843062927,0.71875,0.84375,0.75
<40,0.19029567854435178,0.71875,0.84375,0.75
<40,0.1910538286580743,0.71875,0.84375,0.75
<40,0.19181197877179681,0.71875,0.84375,0.75
<40,0.19257012888551933,0.71875,0.84375,0.75
<40,0.19332827899924185,0.71875,0.84375,0.75
<40,0.19408642911296436,0.71875,0.84375,0.75
<40,0.19484457922668688,0.71875,0.84375,0.75
<40,0.1956027293404094,0.71875,0.84375,0.75
<40,0.19636087945413191,0.71875,0.84375,0.75
<40,0.19711902956785443,0.71875,0.84375,0.75
<40,0.19787717968157695,0.71875,0.859375,0.75
<40,0.19863532979529946,0.71875,0.859375,0.75
<40,0.19939347990902198,0.71875,0.859375,0.75
<40,0.2001516300227445,0.71875,0.859375,0.765625
<40,0.20090978013646701,0.734375,0.859375,0.765625
<40,0.20166793025018953,0.734375,0.859375,0.765625
<40,0.20242608036391205,0.734375,0.859375,0.765625
<40,0.20318423047763456,0.734375,0.859375,0.765625
<40,0.20394238059135708,0.734375,0.859375,0.765625
<40,0.2047005307050796,0.734375,0.859375,0.78125
<40,0.20545868081880211,0.734375,0.859375,0.78125
<40,0.20621683093252463,0.734375,0.859375,0.78125
<40,0.20697498104624715,0.734375,0.875,0.78125
<40,0.20773313115996966,0.75,0.875,0.78125
<40,0.20849128127369218,0.75,0.875,0.78125
<40,0.2092494313874147,0.75,0.875,0.78125
<40,0.2100075815011372,0.75,0.875,0.78125
<40,0.21076573161485973,0.75,0.875,0.78125
<40,0.21152388172858225,0.75,0.875,0.78125
<40,0.21228203184230476,0.75,0.875,0.78125
<40,0.21304018195602728,0.75,0.875,0.78125
<40,0.2137983320697498,0.75,0.875,0.78125
<40,0.21455648218347234,0.75,0.875,0.78125
<40,0.21531463229719486,0.75,0.875,0.78125
<40,0.21607278241091737,0.75,0.875,0.796875
<40,0.2168309325246399,0.75,0.875,0.796875
<40,0.2175890826383624,0.75,0.875,0.796875
<40,0.21834723275208492,0.75,0.875,0.796875
<40,0.21910538286580744,0.75,0.875,0.796875
<40,0.21986353297952996,0.75,0.890625,0.796875
<40,0.22062168309325247,0.75,0.890625,0.796875
<40,0.221379833206975,0.75,0.890625,0.796875
<40,0.2221379833206975,0.75,0.890625,0.796875
<40,0.22289613343442002,0.75,0.890625,0.796875
<40,0.22365428354814254,0.75,0.890625,0.796875
